Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
FEB,2022,Q1,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",490.0,500.0,490.0,500.0,10,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3231.0,3236.0,3231.0,3236.0,5,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",1166.0,1212.0,1166.0,1212.0,46,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,501704,Residential,"Alicante St, Dist. 4",104.0,115.0,104.0,115.0,11,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",798.0,817.0,798.0,817.0,19,Corrected,Active
FEB,2022,Q1,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",3749.0,3759.0,3749.0,3759.0,10,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
FEB,2022,Q1,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",6298.0,6349.0,6298.0,6349.0,51,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",728.0,757.0,728.0,757.0,29,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Unknown
FEB,2022,Q1,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",2438.0,2461.0,2438.0,2461.0,23,Corrected,Active
FEB,2022,Q1,District 3,Alicante Street,500544,Residential,"Alicante St, Dist. 3",2462.0,2467.0,2462.0,2467.0,5,Corrected,Active
FEB,2022,Q1,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3255.0,3255.0,3255.0,3255.0,0,Corrected,Active
FEB,2022,Q1,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",530.0,539.0,530.0,539.0,9,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",287.0,290.0,287.0,290.0,3,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,501317,Residential,"Alicante St, Dist. 4",823.0,840.0,823.0,840.0,17,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,501280,Residential,"Alicante St, Dist. 2",832.0,889.0,832.0,889.0,57,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,500248,Residential,"Alicante St, Dist. 2",7412.0,7421.0,7412.0,7421.0,9,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,501028,Residential,"Alicante St, Dist. 4",2470.0,2500.0,2470.0,2500.0,30,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,501437,Commercial,"Alicante St, Dist. 2",670.0,735.0,670.0,735.0,65,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,500433,Residential,"Alicante St, Dist. 2",1158.0,1195.0,1158.0,1195.0,37,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,500260,Residential,"Alicante St, Dist. 2",1694.0,1709.0,1694.0,1709.0,15,Corrected,Active
FEB,2022,Q1,District 1,Alicante Street,501663,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
FEB,2022,Q1,District 3,Alicante Street,500185,Residential,"Alicante St, Dist. 3",1607.0,1607.0,1607.0,1607.0,0,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,500169,Residential,"Alicante St, Dist. 4",3218.0,3218.0,3218.0,3218.0,0,Corrected,Active
FEB,2022,Q1,District 1,Alicante Street,501232,Residential,"Alicante St, Dist. 1",219.0,240.0,219.0,240.0,21,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,500479,Residential,"Alicante St, Dist. 2",1092.0,1137.0,1092.0,1137.0,45,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,500009,Residential,"Alicante St, Dist. 4",2080.0,2080.0,2080.0,2080.0,0,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,500472,Commercial,"Alicante St, Dist. 4",1448.0,1466.0,1448.0,1466.0,18,Corrected,Active
FEB,2022,Q1,District 3,Alicante Street,501393,Commercial,"Alicante St, Dist. 3",998.0,1011.0,998.0,1011.0,13,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,500094,Residential,"Alicante St, Dist. 4",3145.0,3170.0,3145.0,3170.0,25,Corrected,Active
FEB,2022,Q1,District 3,Alicante Street,501020,Commercial,"Alicante St, Dist. 3",,,,,0,Corrected,Defect
FEB,2022,Q1,District 2,Alicante Street,501732,Residential,"Alicante St, Dist. 2",11.0,11.0,11.0,11.0,0,Corrected,Active
FEB,2022,Q1,District 1,Alicante Street,500692,Residential,"Alicante St, Dist. 1",3528.0,3551.0,3528.0,3551.0,23,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,500585,Residential,"Alicante St, Dist. 2",857.0,893.0,857.0,893.0,36,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,500330,Commercial,"Alicante St, Dist. 2",1095.0,1145.0,1095.0,1145.0,50,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,501260,Residential,"Alicante St, Dist. 4",829.0,851.0,829.0,851.0,22,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,501330,Commercial,"Alicante St, Dist. 4",106.0,112.0,106.0,112.0,6,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,501167,Residential,"Alicante St, Dist. 2",1662.0,1690.0,1662.0,1690.0,28,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,500740,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
FEB,2022,Q1,District 2,Alicante Street,500278,Residential,"Alicante St, Dist. 2",2310.0,2344.0,2310.0,2344.0,34,Corrected,Active
FEB,2022,Q1,District 4,Alicante Street,500861,Residential,"Alicante St, Dist. 4",2493.0,2509.0,2493.0,2509.0,16,Corrected,Active
FEB,2022,Q1,District 2,Alicante Street,501752,Residential,"Alicante St, Dist. 2",133.0,141.0,133.0,141.0,8,Corrected,Active
