Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
MAR,2024,Q1,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",805,815,805.0,815.0,10,Corrected,Active
MAR,2024,Q1,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",389,391,389.0,391.0,2,Corrected,Active
MAR,2024,Q1,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3572,3574,3572.0,3574.0,2,Corrected,Active
MAR,2024,Q1,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",2459,2496,2459.0,2496.0,37,Corrected,Active
MAR,2024,Q1,District 4,Alicante Street,501704,Residential,"Alicante St, Dist. 4",362,385,362.0,385.0,23,Corrected,Active
MAR,2024,Q1,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",1493,1525,1493.0,1525.0,32,Corrected,Active
MAR,2024,Q1,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
MAR,2024,Q1,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
MAR,2024,Q1,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",1495,1522,1495.0,1522.0,27,Corrected,Active
MAR,2024,Q1,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",7273,7303,7273.0,7303.0,30,Corrected,Active
MAR,2024,Q1,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",1287,1291,1287.0,1291.0,4,Corrected,Active
MAR,2024,Q1,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",65,74,65.0,74.0,9,Corrected,Active
MAR,2024,Q1,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3303,3303,3303.0,3303.0,0,Corrected,Active
MAR,2024,Q1,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",937,947,937.0,947.0,10,Corrected,Active
MAR,2024,Q1,District 2,Alicante Street,501522,Residential,"Alicante St, Dist. 2",792,804,792.0,804.0,12,Corrected,Active
MAR,2024,Q1,District 4,Alicante Street,501317,Residential,"Alicante St, Dist. 4",0,11,0.0,11.0,11,Corrected,Active
MAR,2024,Q1,District 2,Alicante Street,501280,Residential,"Alicante St, Dist. 2",1421,1442,1421.0,1442.0,21,Corrected,Active
MAR,2024,Q1,District 2,Alicante Street,500248,Residential,"Alicante St, Dist. 2",7882,7944,7882.0,7944.0,62,Corrected,Active
MAR,2024,Q1,District 4,Alicante Street,501028,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
MAR,2024,Q1,District 2,Alicante Street,501437,Commercial,"Alicante St, Dist. 2",2486,2563,2486.0,2563.0,77,Corrected,Active
MAR,2024,Q1,District 2,Alicante Street,500433,Residential,"Alicante St, Dist. 2",2164,2233,2164.0,2233.0,69,Corrected,Active
MAR,2024,Q1,District 2,Alicante Street,500260,Residential,"Alicante St, Dist. 2", ,,,,0,Corrected,Defect
MAR,2024,Q1,District 1,Alicante Street,501663,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
MAR,2024,Q1,District 3,Alicante Street,500185,Residential,"Alicante St, Dist. 3",229,244,229.0,244.0,15,Corrected,Active
MAR,2024,Q1,District 4,Alicante Street,500169,Residential,"Alicante St, Dist. 4",3219,3219,3219.0,3219.0,0,Corrected,Active
MAR,2024,Q1,District 1,Alicante Street,501232,Residential,"Alicante St, Dist. 1",654,657,654.0,657.0,3,Corrected,Active
MAR,2024,Q1,District 2,Alicante Street,500479,Residential,"Alicante St, Dist. 2",6239,0,6239.0,0.0,0,Corrected,Active
MAR,2024,Q1,District 4,Alicante Street,500009,Residential,"Alicante St, Dist. 4", , ,,,0,Corrected,Unknown
MAR,2024,Q1,District 4,Alicante Street,500472,Commercial,"Alicante St, Dist. 4",1999,2047,1999.0,2047.0,48,Corrected,Active
