Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
JAN,2024,Q1,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",790,797,790.0,797.0,7,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",382,386,382.0,386.0,4,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3558,3565,3558.0,3565.0,7,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",2367,2412,2367.0,2412.0,45,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,501704,Residential,"Alicante St, Dist. 4",352,358,352.0,358.0,6,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",1445,1469,1445.0,1469.0,24,Corrected,Active
JAN,2024,Q1,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",1441,1468,1441.0,1468.0,27,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",7197,7236,7197.0,7236.0,39,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",1264,1273,1264.0,1273.0,9,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",50,58,50.0,58.0,8,Corrected,Active
JAN,2024,Q1,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3300,3301,3300.0,3301.0,1,Corrected,Active
JAN,2024,Q1,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",911,923,911.0,923.0,12,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,501522,Residential,"Alicante St, Dist. 2",765,779,765.0,779.0,14,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,501317,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Defect
JAN,2024,Q1,District 2,Alicante Street,501280,Residential,"Alicante St, Dist. 2",1383,1405,1383.0,1405.0,22,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500248,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 4,Alicante Street,501028,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 2,Alicante Street,501437,Commercial,"Alicante St, Dist. 2",2324,2405,2324.0,2405.0,81,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500433,Residential,"Alicante St, Dist. 2",2131,2164,2131.0,2164.0,33,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500260,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Defect
JAN,2024,Q1,District 1,Alicante Street,501663,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 3,Alicante Street,500185,Residential,"Alicante St, Dist. 3",201,217,201.0,217.0,16,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,500169,Residential,"Alicante St, Dist. 4",3219,3219,3219.0,3219.0,0,Corrected,Active
JAN,2024,Q1,District 1,Alicante Street,501232,Residential,"Alicante St, Dist. 1",649,652,649.0,652.0,3,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500479,Residential,"Alicante St, Dist. 2",,6120,6120.0,6120.0,0,Corrected,Defect
JAN,2024,Q1,District 4,Alicante Street,500009,Residential,"Alicante St, Dist. 4",340,389,340.0,389.0,49,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,500472,Commercial,"Alicante St, Dist. 4",1999,1999,1999.0,1999.0,0,Corrected,Active
JAN,2024,Q1,District 3,Alicante Street,501393,Commercial,"Alicante St, Dist. 3",1485,1493,1485.0,1493.0,8,Corrected,Active
JAN,2024,Q1,District 3,Alicante Street,501020,Commercial,"Alicante St, Dist. 3",445,472,445.0,472.0,27,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,501732,Residential,"Alicante St, Dist. 2",407,429,407.0,429.0,22,Corrected,Active
JAN,2024,Q1,District 1,Alicante Street,500692,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 2,Alicante Street,500585,Residential,"Alicante St, Dist. 2",1363,1386,1363.0,1386.0,23,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500330,Commercial,"Alicante St, Dist. 2",2463,2507,2463.0,2507.0,44,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,501260,Residential,"Alicante St, Dist. 4",1523,1548,1523.0,1548.0,25,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,501330,Commercial,"Alicante St, Dist. 4",1343,1343,1343.0,1343.0,0,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,501167,Residential,"Alicante St, Dist. 2",2165,2201,2165.0,2201.0,36,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,500740,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 2,Alicante Street,500278,Residential,"Alicante St, Dist. 2",2833,2840,2833.0,2840.0,7,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,500861,Residential,"Alicante St, Dist. 4",2866,2879,2866.0,2879.0,13,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,501752,Residential,"Alicante St, Dist. 2",588,608,588.0,608.0,20,Corrected,Active
JAN,2024,Q1,District 1,Alicante Street,500940,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 1,Alicante Street,501021,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 2,Alicante Street,500254,Residential,"Alicante St, Dist. 2",2141,2163,2141.0,2163.0,22,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,501301,Residential,"Alicante St, Dist. 2",142,159,142.0,159.0,17,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500513,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 2,Alicante Street,501048,Residential,"Alicante St, Dist. 2",1998,2023,1998.0,2023.0,25,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,500095,Residential,"Alicante St, Dist. 4",2112,2132,2112.0,2132.0,20,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,501176,Residential,"Alicante St, Dist. 2",2579,2579,2579.0,2579.0,0,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500045,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 2,Alicante Street,500405,Residential,"Alicante St, Dist. 2",63,63,63.0,63.0,0,Corrected,Active
JAN,2024,Q1,District 1,Alicante Street,500782,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 2,Alicante Street,500266,Residential,"Alicante St, Dist. 2",2441,2449,2441.0,2449.0,8,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,501731,Residential,"Alicante St, Dist. 2",254,263,254.0,263.0,9,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500380,Residential,"Alicante St, Dist. 2",1325,1330,1325.0,1330.0,5,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,501329,Residential,"Alicante St, Dist. 2",943,952,943.0,952.0,9,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500377,Residential,"Alicante St, Dist. 2",82,91,82.0,91.0,9,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,501812,Residential,"Alicante St, Dist. 4",285,312,285.0,312.0,27,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,501750,Residential,"Alicante St, Dist. 2",787,805,787.0,805.0,18,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500251,Residential,"Alicante St, Dist. 2",1740,1744,1740.0,1744.0,4,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,500014,Residential,"Alicante St, Dist. 4",4359,4360,4359.0,4360.0,1,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500262,Residential,"Alicante St, Dist. 2",3417,3430,3417.0,3430.0,13,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,501676,Residential,"Alicante St, Dist. 2",728,737,728.0,737.0,9,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,501985,Residential,"Alicante St, Dist. 2",142,149,142.0,149.0,7,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,500015,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Unknown
JAN,2024,Q1,District 2,Alicante Street,500249,Residential,"Alicante St, Dist. 2",2398,2407,2398.0,2407.0,9,Corrected,Active
JAN,2024,Q1,District 1,Alicante Street,501129,Residential,"Alicante St, Dist. 1",2091,2123,2091.0,2123.0,32,Corrected,Active
JAN,2024,Q1,District 4,Alicante Street,500012,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 2,Alicante Street,501411,Residential,"Alicante St, Dist. 2",39,39,39.0,39.0,0,Corrected,Active
JAN,2024,Q1,District 1,Alicante Street,500523,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 2,Alicante Street,501024,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 3,Alicante Street,500316,Residential,"Alicante St, Dist. 3",,3,3.0,3.0,0,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500488,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 2,Alicante Street,501992,Residential,"Alicante St, Dist. 2",276,330,276.0,330.0,54,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500987,Residential,"Alicante St, Dist. 2",,1993,1993.0,1993.0,0,Corrected,Defect
JAN,2024,Q1,District 1,Alicante Street,500357,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JAN,2024,Q1,District 1,Alicante Street,501105,Residential,"Alicante St, Dist. 1",1136,1152,1136.0,1152.0,16,Corrected,Active
JAN,2024,Q1,District 2,Alicante Street,500985,Residential,"Alicante St, Dist. 2",1206,1227,1206.0,1227.0,21,Corrected,Active
