Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
APR,2024,Q2,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",815,826,815.0,826.0,11,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",391,393,391.0,393.0,2,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3574,3576,3574.0,3576.0,2,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",2496,2543,2496.0,2543.0,47,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,501704,Residential,"Alicante St, Dist. 4",385,409,385.0,409.0,24,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",1525,1579,1525.0,1579.0,54,Corrected,Active
APR,2024,Q2,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
APR,2024,Q2,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
APR,2024,Q2,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",1522,1563,1522.0,1563.0,41,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",7303,7335,7303.0,7335.0,32,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",1291,1295,1291.0,1295.0,4,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",74,90,74.0,90.0,16,Corrected,Active
APR,2024,Q2,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3303,3304,3303.0,3304.0,1,Corrected,Active
APR,2024,Q2,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",947,966,947.0,966.0,19,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501522,Residential,"Alicante St, Dist. 2",804,820,804.0,820.0,16,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,501317,Residential,"Alicante St, Dist. 4",11,28,11.0,28.0,17,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501280,Residential,"Alicante St, Dist. 2",1442,1478,1442.0,1478.0,36,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500248,Residential,"Alicante St, Dist. 2",7944,7970,7944.0,7970.0,26,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,501028,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
APR,2024,Q2,District 2,Alicante Street,501437,Commercial,"Alicante St, Dist. 2",2563,2655,2563.0,2655.0,92,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500433,Residential,"Alicante St, Dist. 2",2233,2283,2233.0,2283.0,50,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500260,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Defect
APR,2024,Q2,District 1,Alicante Street,501663,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
APR,2024,Q2,District 3,Alicante Street,500185,Residential,"Alicante St, Dist. 3",244,259,244.0,259.0,15,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,500169,Residential,"Alicante St, Dist. 4",3219,3219,3219.0,3219.0,0,Corrected,Active
APR,2024,Q2,District 1,Alicante Street,501232,Residential,"Alicante St, Dist. 1",657,657,657.0,657.0,0,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500479,Residential,"Alicante St, Dist. 2", , ,,,0,Corrected,Unknown
APR,2024,Q2,District 4,Alicante Street,500009,Residential,"Alicante St, Dist. 4",389,544,389.0,544.0,155,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,500472,Commercial,"Alicante St, Dist. 4",2047,2104,2047.0,2104.0,57,Corrected,Active
APR,2024,Q2,District 3,Alicante Street,501393,Commercial,"Alicante St, Dist. 3",1509,1519,1509.0,1519.0,10,Corrected,Active
APR,2024,Q2,District 3,Alicante Street,501020,Commercial,"Alicante St, Dist. 3",508,533,508.0,533.0,25,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501732,Residential,"Alicante St, Dist. 2",462,482,462.0,482.0,20,Corrected,Active
APR,2024,Q2,District 1,Alicante Street,500692,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
APR,2024,Q2,District 2,Alicante Street,500585,Residential,"Alicante St, Dist. 2",1440,1463,1440.0,1463.0,23,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500330,Commercial,"Alicante St, Dist. 2",2594,2667,2594.0,2667.0,73,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,501260,Residential,"Alicante St, Dist. 4",1606,1634,1606.0,1634.0,28,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,501330,Commercial,"Alicante St, Dist. 4",1343,1343,1343.0,1343.0,0,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501167,Residential,"Alicante St, Dist. 2",2253,2272,2253.0,2272.0,19,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,500740,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
APR,2024,Q2,District 2,Alicante Street,500278,Residential,"Alicante St, Dist. 2",2862,,2862.0,2862.0,0,Corrected,Invalid Reading
APR,2024,Q2,District 4,Alicante Street,500861,Residential,"Alicante St, Dist. 4",2912,2932,2912.0,2932.0,20,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501752,Residential,"Alicante St, Dist. 2",650,669,650.0,669.0,19,Corrected,Active
APR,2024,Q2,District 1,Alicante Street,500940,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
APR,2024,Q2,District 1,Alicante Street,501021,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
APR,2024,Q2,District 2,Alicante Street,500254,Residential,"Alicante St, Dist. 2",2185,2189,2185.0,2189.0,4,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501301,Residential,"Alicante St, Dist. 2",192,229,192.0,229.0,37,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500513,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
APR,2024,Q2,District 2,Alicante Street,501048,Residential,"Alicante St, Dist. 2",2073,2109,2073.0,2109.0,36,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,500095,Residential,"Alicante St, Dist. 4",2178,2206,2178.0,2206.0,28,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501176,Residential,"Alicante St, Dist. 2",2579,2579,2579.0,2579.0,0,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500045,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
APR,2024,Q2,District 2,Alicante Street,500405,Residential,"Alicante St, Dist. 2",72,77,72.0,77.0,5,Corrected,Active
APR,2024,Q2,District 1,Alicante Street,500782,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
APR,2024,Q2,District 2,Alicante Street,500266,Residential,"Alicante St, Dist. 2",2469,2480,2469.0,2480.0,11,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501731,Residential,"Alicante St, Dist. 2",286,304,286.0,304.0,18,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500380,Residential,"Alicante St, Dist. 2",1340,1347,1340.0,1347.0,7,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501329,Residential,"Alicante St, Dist. 2",965,990,965.0,990.0,25,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500377,Residential,"Alicante St, Dist. 2",124,141,124.0,141.0,17,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,501812,Residential,"Alicante St, Dist. 4",385,426,385.0,426.0,41,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501750,Residential,"Alicante St, Dist. 2",835,851,835.0,851.0,16,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500251,Residential,"Alicante St, Dist. 2",1745,1751,1745.0,1751.0,6,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,500014,Residential,"Alicante St, Dist. 4",4363,4365,4363.0,4365.0,2,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500262,Residential,"Alicante St, Dist. 2",3471,3495,3471.0,3495.0,24,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501676,Residential,"Alicante St, Dist. 2",754,766,754.0,766.0,12,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,501985,Residential,"Alicante St, Dist. 2",165,175,165.0,175.0,10,Corrected,Active
APR,2024,Q2,District 4,Alicante Street,500015,Residential,"Alicante St, Dist. 4",1905,1974,1905.0,1974.0,69,Corrected,Active
APR,2024,Q2,District 2,Alicante Street,500249,Residential,"Alicante St, Dist. 2",2423,2433,2423.0,2433.0,10,Corrected,Active
APR,2024,Q2,District 1,Alicante Street,501129,Residential,"Alicante St, Dist. 1",2219,2237,2219.0,2237.0,18,Corrected,Active
