Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
DEC,2023,Q4,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",789.0,797.0,789.0,797.0,8,Corrected,Active
DEC,2023,Q4,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",382.0,386.0,382.0,386.0,4,Corrected,Active
DEC,2023,Q4,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3544.0,3565.0,3544.0,3565.0,21,Corrected,Active
DEC,2023,Q4,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",2350.0,2412.0,2350.0,2412.0,62,Corrected,Active
DEC,2023,Q4,District 4,Alicante Street,501704,Residential,"Alicante St, Dist. 4",336.0,358.0,336.0,358.0,22,Corrected,Active
DEC,2023,Q4,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",1435.0,1469.0,1435.0,1469.0,34,Corrected,Active
DEC,2023,Q4,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Unknown
DEC,2023,Q4,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Unknown
DEC,2023,Q4,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",1424.0,1468.0,1424.0,1468.0,44,Corrected,Active
DEC,2023,Q4,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",7182.0,7236.0,7182.0,7236.0,54,Corrected,Active
DEC,2023,Q4,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",1258.0,1273.0,1258.0,1273.0,15,Corrected,Active
DEC,2023,Q4,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",38.0,58.0,38.0,58.0,20,Corrected,Active
DEC,2023,Q4,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3300.0,3301.0,3300.0,3301.0,1,Corrected,Active
DEC,2023,Q4,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",905.0,923.0,905.0,923.0,18,Corrected,Active
DEC,2023,Q4,District 2,Alicante Street,501522,Residential,"Alicante St, Dist. 2",761.0,779.0,761.0,779.0,18,Corrected,Active
