Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
NOV,2023,Q4,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",780.0,789.0,780.0,789.0,9,Corrected,Active
NOV,2023,Q4,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",377.0,382.0,377.0,382.0,5,Corrected,Active
NOV,2023,Q4,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3523.0,3544.0,3523.0,3544.0,21,Corrected,Active
NOV,2023,Q4,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",2287.0,2350.0,2287.0,2350.0,63,Corrected,Active
NOV,2023,Q4,District 4,Alicante Street,501704,Residential,"Alicante St, Dist. 4",314.0,336.0,314.0,336.0,22,Corrected,Active
NOV,2023,Q4,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",1400.0,1435.0,1400.0,1435.0,35,Corrected,Active
NOV,2023,Q4,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Unknown
NOV,2023,Q4,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Unknown
NOV,2023,Q4,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",1380.0,1424.0,1380.0,1424.0,44,Corrected,Active
NOV,2023,Q4,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",7127.0,7182.0,7127.0,7182.0,55,Corrected,Active
NOV,2023,Q4,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",1242.0,1258.0,1242.0,1258.0,16,Corrected,Active
NOV,2023,Q4,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",18.0,38.0,18.0,38.0,20,Corrected,Active
NOV,2023,Q4,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3299.0,3300.0,3299.0,3300.0,1,Corrected,Active
NOV,2023,Q4,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",887.0,905.0,887.0,905.0,18,Corrected,Active
