Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
OCT,2023,Q4,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",767.0,780.0,767.0,780.0,13,Corrected,Active
OCT,2023,Q4,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",374.0,377.0,374.0,377.0,3,Corrected,Active
OCT,2023,Q4,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3498.0,3523.0,3498.0,3523.0,25,Corrected,Active
OCT,2023,Q4,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",2228.0,2287.0,2228.0,2287.0,59,Corrected,Active
OCT,2023,Q4,District 4,Alicante Street,501704,Residential,"Alicante St, Dist. 4",301.0,314.0,301.0,314.0,13,Corrected,Active
OCT,2023,Q4,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",1370.0,1400.0,1370.0,1400.0,30,Corrected,Active
OCT,2023,Q4,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
OCT,2023,Q4,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
OCT,2023,Q4,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",1339.0,1380.0,1339.0,1380.0,41,Corrected,Active
OCT,2023,Q4,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",7117.0,7127.0,7117.0,7127.0,10,Corrected,Active
OCT,2023,Q4,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",1234.0,1242.0,1234.0,1242.0,8,Corrected,Active
OCT,2023,Q4,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",3.0,18.0,3.0,18.0,15,Corrected,Active
OCT,2023,Q4,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3297.0,3299.0,3297.0,3299.0,2,Corrected,Active
OCT,2023,Q4,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",867.0,887.0,867.0,887.0,20,Corrected,Active
OCT,2023,Q4,District 2,Alicante Street,501522,Residential,"Alicante St, Dist. 2",725.0,742.0,725.0,742.0,17,Corrected,Active
OCT,2023,Q4,District 4,Alicante Street,501317,Residential,"Alicante St, Dist. 4",1076.0,1088.0,1076.0,1088.0,12,Corrected,Active
OCT,2023,Q4,District 2,Alicante Street,501280,Residential,"Alicante St, Dist. 2",1319.0,1344.0,1319.0,1344.0,25,Corrected,Active
OCT,2023,Q4,District 2,Alicante Street,500248,Residential,"Alicante St, Dist. 2",7859.0,7882.0,7859.0,7882.0,23,Corrected,Active
OCT,2023,Q4,District 4,Alicante Street,501028,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
OCT,2023,Q4,District 2,Alicante Street,501437,Commercial,"Alicante St, Dist. 2",2085.0,2169.0,2085.0,2169.0,84,Corrected,Active
OCT,2023,Q4,District 2,Alicante Street,500433,Residential,"Alicante St, Dist. 2",2007.0,2059.0,2007.0,2059.0,52,Corrected,Active
OCT,2023,Q4,District 2,Alicante Street,500260,Residential,"Alicante St, Dist. 2",2374.0,2388.0,2374.0,2388.0,14,Corrected,Active
OCT,2023,Q4,District 1,Alicante Street,501663,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
