Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
AUG,2023,Q3,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",,,,,0,Corrected,Defect
AUG,2023,Q3,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",359.0,371.0,359.0,371.0,12,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3462.0,3490.0,3462.0,3490.0,28,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",2030.0,2178.0,2030.0,2178.0,148,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,501704,Residential,"Alicante St, Dist. 4",269.0,301.0,269.0,301.0,32,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",1257.0,1331.0,1257.0,1331.0,74,Corrected,Active
AUG,2023,Q3,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",1242.0,1309.0,1242.0,1309.0,67,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",7070.0,7117.0,7070.0,7117.0,47,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",1200.0,1221.0,1200.0,1221.0,21,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Defect
AUG,2023,Q3,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3293.0,3296.0,3293.0,3296.0,3,Corrected,Active
AUG,2023,Q3,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",849.0,857.0,849.0,857.0,8,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501522,Residential,"Alicante St, Dist. 2",680.0,711.0,680.0,711.0,31,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,501317,Residential,"Alicante St, Dist. 4",1032.0,1062.0,1032.0,1062.0,30,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501280,Residential,"Alicante St, Dist. 2",1257.0,1299.0,1257.0,1299.0,42,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500248,Residential,"Alicante St, Dist. 2",7788.0,7850.0,7788.0,7850.0,62,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,501028,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 2,Alicante Street,501437,Commercial,"Alicante St, Dist. 2",1859.0,2022.0,1859.0,2022.0,163,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500433,Residential,"Alicante St, Dist. 2",1864.0,1964.0,1864.0,1964.0,100,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500260,Residential,"Alicante St, Dist. 2",2309.0,2364.0,2309.0,2364.0,55,Corrected,Active
AUG,2023,Q3,District 1,Alicante Street,501663,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 3,Alicante Street,500185,Residential,"Alicante St, Dist. 3",135.0,158.0,135.0,158.0,23,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,500169,Residential,"Alicante St, Dist. 4",3219.0,3219.0,3219.0,3219.0,0,Corrected,Active
AUG,2023,Q3,District 1,Alicante Street,501232,Residential,"Alicante St, Dist. 1",544.0,613.0,544.0,613.0,69,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500479,Residential,"Alicante St, Dist. 2",2328.0,,2328.0,2328.0,0,Corrected,Defect
AUG,2023,Q3,District 4,Alicante Street,500009,Residential,"Alicante St, Dist. 4",83.0,110.0,83.0,110.0,27,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,500472,Commercial,"Alicante St, Dist. 4",1849.0,1907.0,1849.0,1907.0,58,Corrected,Active
AUG,2023,Q3,District 3,Alicante Street,501393,Commercial,"Alicante St, Dist. 3",1419.0,1462.0,1419.0,1462.0,43,Corrected,Active
AUG,2023,Q3,District 3,Alicante Street,501020,Commercial,"Alicante St, Dist. 3",360.0,373.0,360.0,373.0,13,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501732,Residential,"Alicante St, Dist. 2",261.0,313.0,261.0,313.0,52,Corrected,Active
AUG,2023,Q3,District 1,Alicante Street,500692,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 2,Alicante Street,500585,Residential,"Alicante St, Dist. 2",1237.0,1273.0,1237.0,1273.0,36,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500330,Commercial,"Alicante St, Dist. 2",2066.0,2241.0,2066.0,2241.0,175,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,501260,Residential,"Alicante St, Dist. 4",1268.0,1329.0,1268.0,1329.0,61,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,501330,Commercial,"Alicante St, Dist. 4",1343.0,1343.0,1343.0,1343.0,0,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501167,Residential,"Alicante St, Dist. 2",2014.0,2083.0,2014.0,2083.0,69,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,500740,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 2,Alicante Street,500278,Residential,"Alicante St, Dist. 2",2733.0,2778.0,2733.0,2778.0,45,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,500861,Residential,"Alicante St, Dist. 4",2766.0,2801.0,2766.0,2801.0,35,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501752,Residential,"Alicante St, Dist. 2",413.0,432.0,413.0,432.0,19,Corrected,Active
AUG,2023,Q3,District 1,Alicante Street,500940,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 1,Alicante Street,501021,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 2,Alicante Street,500254,Residential,"Alicante St, Dist. 2",2051.0,2054.0,2051.0,2054.0,3,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501301,Residential,"Alicante St, Dist. 2",31.0,45.0,31.0,45.0,14,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500513,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 2,Alicante Street,501048,Residential,"Alicante St, Dist. 2",1761.0,1840.0,1761.0,1840.0,79,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,500095,Residential,"Alicante St, Dist. 4",1948.0,2006.0,1948.0,2006.0,58,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501176,Residential,"Alicante St, Dist. 2",2519.0,2519.0,2519.0,2519.0,0,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500045,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 2,Alicante Street,500405,Residential,"Alicante St, Dist. 2",17.0,49.0,17.0,49.0,32,Corrected,Active
AUG,2023,Q3,District 1,Alicante Street,500782,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 2,Alicante Street,500266,Residential,"Alicante St, Dist. 2",2375.0,2402.0,2375.0,2402.0,27,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501731,Residential,"Alicante St, Dist. 2",188.0,207.0,188.0,207.0,19,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500380,Residential,"Alicante St, Dist. 2",1296.0,1306.0,1296.0,1306.0,10,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501329,Residential,"Alicante St, Dist. 2",873.0,898.0,873.0,898.0,25,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500377,Residential,"Alicante St, Dist. 2",32.0,48.0,32.0,48.0,16,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,501812,Residential,"Alicante St, Dist. 4",129.0,173.0,129.0,173.0,44,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501750,Residential,"Alicante St, Dist. 2",701.0,721.0,701.0,721.0,20,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500251,Residential,"Alicante St, Dist. 2",1729.0,1736.0,1729.0,1736.0,7,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,500014,Residential,"Alicante St, Dist. 4",4146.0,4214.0,4146.0,4214.0,68,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500262,Residential,"Alicante St, Dist. 2",3297.0,3339.0,3297.0,3339.0,42,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501676,Residential,"Alicante St, Dist. 2",664.0,684.0,664.0,684.0,20,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,501985,Residential,"Alicante St, Dist. 2",70.0,91.0,70.0,91.0,21,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,500015,Residential,"Alicante St, Dist. 4",1857.0,1872.0,1857.0,1872.0,15,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500249,Residential,"Alicante St, Dist. 2",2342.0,2367.0,2342.0,2367.0,25,Corrected,Active
AUG,2023,Q3,District 1,Alicante Street,501129,Residential,"Alicante St, Dist. 1",1841.0,1930.0,1841.0,1930.0,89,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,500012,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 2,Alicante Street,501411,Residential,"Alicante St, Dist. 2",39.0,39.0,39.0,39.0,0,Corrected,Active
AUG,2023,Q3,District 1,Alicante Street,500523,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 2,Alicante Street,501024,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 3,Alicante Street,500316,Residential,"Alicante St, Dist. 3",,,,,0,Corrected,Defect
AUG,2023,Q3,District 2,Alicante Street,500488,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 2,Alicante Street,501992,Residential,"Alicante St, Dist. 2",73.0,102.0,73.0,102.0,29,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500987,Residential,"Alicante St, Dist. 2",920.0,956.0,920.0,956.0,36,Corrected,Active
AUG,2023,Q3,District 1,Alicante Street,500357,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2023,Q3,District 1,Alicante Street,501105,Residential,"Alicante St, Dist. 1",1001.0,1055.0,1001.0,1055.0,54,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500985,Residential,"Alicante St, Dist. 2",1056.0,1107.0,1056.0,1107.0,51,Corrected,Active
AUG,2023,Q3,District 4,Alicante Street,501379,Residential,"Alicante St, Dist. 4",13.0,31.0,13.0,31.0,18,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500340,Residential,"Alicante St, Dist. 2",4455.0,4500.0,4455.0,4500.0,45,Corrected,Active
AUG,2023,Q3,District 3,Alicante Street,500544,Residential,"Alicante St, Dist. 3",2557.0,2577.0,2557.0,2577.0,20,Corrected,Active
AUG,2023,Q3,District 3,Alicante Street,500552,Residential,"Alicante St, Dist. 3",4415.0,4415.0,4415.0,4415.0,0,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500264,Residential,"Alicante St, Dist. 2",697.0,714.0,697.0,714.0,17,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500905,Residential,"Alicante St, Dist. 2",58.0,155.0,58.0,155.0,97,Corrected,Active
AUG,2023,Q3,District 3,Alicante Street,500146,Residential,"Alicante St, Dist. 3",6360.0,6390.0,6360.0,6390.0,30,Corrected,Active
AUG,2023,Q3,District 2,Alicante Street,500563,Residential,"Alicante St, Dist. 2",2739.0,2739.0,2739.0,2739.0,0,Corrected,Active
