Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
MAY,2025,Q2,District 3,Altarejos Street,500118,Residential,"Altarejos St, Dist. 3",7782.0,,7782.0,7782.0,0,Corrected,Invalid Reading
MAY,2025,Q2,District 3,Altarejos Street,500072,Residential,"Altarejos St, Dist. 3",255.0,265.0,255.0,265.0,10,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500810,Commercial,"Altarejos St, Dist. 3",684.0,696.0,684.0,696.0,12,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501534,Residential,"Altarejos St, Dist. 3",527.0,546.0,527.0,546.0,19,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500447,Residential,"Altarejos St, Dist. 3",,,,,0,Corrected,Invalid Reading
MAY,2025,Q2,District 3,Altarejos Street,500809,Residential,"Altarejos St, Dist. 3",207.0,223.0,207.0,223.0,16,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500483,Residential,"Altarejos St, Dist. 3",841.0,851.0,841.0,851.0,10,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500443,Residential,"Altarejos St, Dist. 3",2579.0,2581.0,2579.0,2581.0,2,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501474,Residential,"Altarejos St, Dist. 3",251.0,278.0,251.0,278.0,27,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500215,Residential,"Altarejos St, Dist. 3",399.0,417.0,399.0,417.0,18,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500043,Residential,"Altarejos St, Dist. 3",2048.0,2048.0,2048.0,2048.0,0,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501645,Residential,"Altarejos St, Dist. 3",2651.0,2687.0,2651.0,2687.0,36,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500186,Commercial,"Altarejos St, Dist. 3",1216.0,1228.0,1216.0,1228.0,12,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500805,Commercial,"Altarejos St, Dist. 3",4223.0,4243.0,4223.0,4243.0,20,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501717,Commercial,"Altarejos St, Dist. 3",781.0,799.0,781.0,799.0,18,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500741,Residential,"Altarejos St, Dist. 3",659.0,694.0,659.0,694.0,35,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501216,Residential,"Altarejos St, Dist. 3",291.0,309.0,291.0,309.0,18,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501661,Residential,"Altarejos St, Dist. 3",1039.0,1059.0,1039.0,1059.0,20,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500258,Residential,"Altarejos St, Dist. 3",2784.0,2802.0,2784.0,2802.0,18,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501494,Industrial,"Altarejos St, Dist. 3",488.0,511.0,488.0,511.0,23,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500551,Residential,"Altarejos St, Dist. 3",,,,,0,Corrected,Invalid Reading
MAY,2025,Q2,District 3,Altarejos Street,500205,Residential,"Altarejos St, Dist. 3",4380.0,4413.0,4380.0,4413.0,33,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500595,Residential,"Altarejos St, Dist. 3",2383.0,2384.0,2383.0,2384.0,1,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501850,Residential,"Altarejos St, Dist. 3",1238.0,1270.0,1238.0,1270.0,32,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501027,Residential,"Altarejos St, Dist. 3",1823.0,1839.0,1823.0,1839.0,16,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500071,Industrial,"Altarejos St, Dist. 3",19798.0,19798.0,19798.0,19798.0,0,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501415,Residential,"Altarejos St, Dist. 3",284.0,291.0,284.0,291.0,7,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500204,Commercial,"Altarejos St, Dist. 3",1374.0,1399.0,1374.0,1399.0,25,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,500070,Residential,"Altarejos St, Dist. 3",3045.0,3045.0,3045.0,3045.0,0,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501419,Residential,"Altarejos St, Dist. 3",1875.0,1926.0,1875.0,1926.0,51,Corrected,Active
MAY,2025,Q2,District 3,Altarejos Street,501089,Residential,"Altarejos St, Dist. 3",6085.0,6104.0,6085.0,6104.0,19,Corrected,Active
