Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
FEB,2020,Q1,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",207.0,218.0,207.0,218.0,11,Corrected,Active
FEB,2020,Q1,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3023.0,3030.0,3023.0,3030.0,7,Corrected,Active
FEB,2020,Q1,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",471.0,,471.0,471.0,0,Corrected,Active
FEB,2020,Q1,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",,2.0,2.0,2.0,0,Corrected,Active
FEB,2020,Q1,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",3252.0,3271.0,3252.0,3271.0,19,Corrected,Active
FEB,2020,Q1,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
FEB,2020,Q1,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",5185.0,5228.0,5185.0,5228.0,43,Corrected,Active
FEB,2020,Q1,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",67.0,,67.0,67.0,0,Corrected,Active
FEB,2020,Q1,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Unknown
FEB,2020,Q1,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",1795.0,,1795.0,1795.0,0,Corrected,Active
FEB,2020,Q1,District 3,Alicante Street,500544,Residential,"Alicante St, Dist. 3",2402.0,2418.0,2402.0,2418.0,16,Corrected,Active
FEB,2020,Q1,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3210.0,3210.0,3210.0,3210.0,0,Corrected,Active
FEB,2020,Q1,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",234.0,238.0,234.0,238.0,4,Corrected,Active
FEB,2020,Q1,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",183.0,,183.0,183.0,0,Corrected,Active
FEB,2020,Q1,District 4,Alicante Street,501317,Residential,"Alicante St, Dist. 4",584.0,595.0,584.0,595.0,11,Corrected,Active
FEB,2020,Q1,District 2,Alicante Street,501280,Residential,"Alicante St, Dist. 2",401.0,424.0,401.0,424.0,23,Corrected,Active
