Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
OCT,2020,Q4,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",306.0,312.0,306.0,312.0,6,Corrected,Active
OCT,2020,Q4,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3110.0,3114.0,3110.0,3114.0,4,Corrected,Active
OCT,2020,Q4,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",671.0,698.0,671.0,698.0,27,Corrected,Active
OCT,2020,Q4,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",255.0,291.0,255.0,291.0,36,Corrected,Active
OCT,2020,Q4,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",3480.0,3509.0,3480.0,3509.0,29,Corrected,Active
OCT,2020,Q4,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
OCT,2020,Q4,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",5531.0,5592.0,5531.0,5592.0,61,Corrected,Active
OCT,2020,Q4,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",278.0,303.0,278.0,303.0,25,Corrected,Active
OCT,2020,Q4,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
OCT,2020,Q4,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",2066.0,2093.0,2066.0,2093.0,27,Corrected,Active
OCT,2020,Q4,District 3,Alicante Street,500544,Residential,"Alicante St, Dist. 3",,,,,0,Corrected,Disconnected
OCT,2020,Q4,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3227.0,3227.0,3227.0,3227.0,0,Corrected,Active
OCT,2020,Q4,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",308.0,317.0,308.0,317.0,9,Corrected,Active
OCT,2020,Q4,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",221.0,225.0,221.0,225.0,4,Corrected,Active
OCT,2020,Q4,District 4,Alicante Street,501317,Residential,"Alicante St, Dist. 4",658.0,666.0,658.0,666.0,8,Corrected,Active
OCT,2020,Q4,District 2,Alicante Street,501280,Residential,"Alicante St, Dist. 2",539.0,554.0,539.0,554.0,15,Corrected,Active
OCT,2020,Q4,District 2,Alicante Street,500248,Residential,"Alicante St, Dist. 2",6932.0,6961.0,6932.0,6961.0,29,Corrected,Active
OCT,2020,Q4,District 4,Alicante Street,501028,Residential,"Alicante St, Dist. 4",2167.0,2201.0,2167.0,2201.0,34,Corrected,Active
OCT,2020,Q4,District 2,Alicante Street,501437,Commercial,"Alicante St, Dist. 2",,,,,0,Corrected,Defect
OCT,2020,Q4,District 2,Alicante Street,500433,Residential,"Alicante St, Dist. 2",577.0,609.0,577.0,609.0,32,Corrected,Active
