Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
JUN,2020,Q2,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",265.0,275.0,265.0,275.0,10,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3066.0,3077.0,3066.0,3077.0,11,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",573.0,592.0,573.0,592.0,19,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",110.0,142.0,110.0,142.0,32,Corrected,Active
JUN,2020,Q2,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",3349.0,3369.0,3349.0,3369.0,20,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",5387.0,5402.0,5387.0,5402.0,15,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",173.0,192.0,173.0,192.0,19,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",1951.0,1971.0,1951.0,1971.0,20,Corrected,Active
JUN,2020,Q2,District 3,Alicante Street,500544,Residential,"Alicante St, Dist. 3",2418.0,,2418.0,2418.0,0,Corrected,Active
JUN,2020,Q2,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3210.0,3218.0,3210.0,3218.0,8,Corrected,Active
JUN,2020,Q2,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",263.0,275.0,263.0,275.0,12,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",203.0,206.0,203.0,206.0,3,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,501317,Residential,"Alicante St, Dist. 4",622.0,629.0,622.0,629.0,7,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,501280,Residential,"Alicante St, Dist. 2",486.0,497.0,486.0,497.0,11,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500248,Residential,"Alicante St, Dist. 2",6827.0,6838.0,6827.0,6838.0,11,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,501028,Residential,"Alicante St, Dist. 4",2022.0,2049.0,2022.0,2049.0,27,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,501437,Commercial,"Alicante St, Dist. 2",1541.0,1581.0,1541.0,1581.0,40,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500433,Residential,"Alicante St, Dist. 2",439.0,471.0,439.0,471.0,32,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500260,Residential,"Alicante St, Dist. 2",68.0,1051.0,68.0,1051.0,983,Corrected,Active
JUN,2020,Q2,District 1,Alicante Street,501663,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 3,Alicante Street,500185,Residential,"Alicante St, Dist. 3",1534.0,1539.0,1534.0,1539.0,5,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,500169,Residential,"Alicante St, Dist. 4",3211.0,3214.0,3211.0,3214.0,3,Corrected,Active
JUN,2020,Q2,District 1,Alicante Street,501232,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Defect
JUN,2020,Q2,District 2,Alicante Street,500479,Residential,"Alicante St, Dist. 2",127.0,167.0,127.0,167.0,40,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,500009,Residential,"Alicante St, Dist. 4",2039.0,2048.0,2039.0,2048.0,9,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,500472,Commercial,"Alicante St, Dist. 4",886.0,,886.0,886.0,0,Corrected,Disconnected
JUN,2020,Q2,District 3,Alicante Street,501393,Commercial,"Alicante St, Dist. 3",675.0,696.0,675.0,696.0,21,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,500094,Residential,"Alicante St, Dist. 4",2751.0,2773.0,2751.0,2773.0,22,Corrected,Active
JUN,2020,Q2,District 3,Alicante Street,501020,Commercial,"Alicante St, Dist. 3",2039.0,2049.0,2039.0,2049.0,10,Corrected,Active
JUN,2020,Q2,District 1,Alicante Street,500692,Residential,"Alicante St, Dist. 1",2534.0,2621.0,2534.0,2621.0,87,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500585,Residential,"Alicante St, Dist. 2",403.0,423.0,403.0,423.0,20,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500330,Commercial,"Alicante St, Dist. 2",68.0,96.0,68.0,96.0,28,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,501260,Residential,"Alicante St, Dist. 4",267.0,294.0,267.0,294.0,27,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,501330,Commercial,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 2,Alicante Street,501167,Residential,"Alicante St, Dist. 2",1320.0,1336.0,1320.0,1336.0,16,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,500740,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 2,Alicante Street,500278,Residential,"Alicante St, Dist. 2",1931.0,1947.0,1931.0,1947.0,16,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,500861,Residential,"Alicante St, Dist. 4",2232.0,2241.0,2232.0,2241.0,9,Corrected,Active
JUN,2020,Q2,District 1,Alicante Street,501021,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 2,Alicante Street,500254,Residential,"Alicante St, Dist. 2",1806.0,1806.0,1806.0,1806.0,0,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,501301,Residential,"Alicante St, Dist. 2",955.0,968.0,955.0,968.0,13,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,501048,Residential,"Alicante St, Dist. 2",608.0,647.0,608.0,647.0,39,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,500095,Residential,"Alicante St, Dist. 4",1354.0,1360.0,1354.0,1360.0,6,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,501176,Residential,"Alicante St, Dist. 2",1767.0,1797.0,1767.0,1797.0,30,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500045,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 2,Alicante Street,500405,Residential,"Alicante St, Dist. 2",1594.0,1600.0,1594.0,1600.0,6,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500380,Residential,"Alicante St, Dist. 2",1087.0,1093.0,1087.0,1093.0,6,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,501329,Residential,"Alicante St, Dist. 2",299.0,314.0,299.0,314.0,15,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500377,Residential,"Alicante St, Dist. 2",274.0,287.0,274.0,287.0,13,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,501522,Residential,"Alicante St, Dist. 2",191.0,200.0,191.0,200.0,9,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500251,Residential,"Alicante St, Dist. 2",1050.0,1087.0,1050.0,1087.0,37,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,500014,Residential,"Alicante St, Dist. 4",3770.0,3786.0,3770.0,3786.0,16,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500262,Residential,"Alicante St, Dist. 2",2745.0,2755.0,2745.0,2755.0,10,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,501676,Residential,"Alicante St, Dist. 2",67.0,80.0,67.0,80.0,13,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500696,Residential,"Alicante St, Dist. 2",453.0,478.0,453.0,478.0,25,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,500015,Residential,"Alicante St, Dist. 4",1537.0,1541.0,1537.0,1541.0,4,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500249,Residential,"Alicante St, Dist. 2",1767.0,1768.0,1767.0,1768.0,1,Corrected,Active
JUN,2020,Q2,District 1,Alicante Street,501129,Residential,"Alicante St, Dist. 1",425.0,445.0,425.0,445.0,20,Corrected,Active
JUN,2020,Q2,District 2,Esparrago Street,500261,Residential,"Esparrago St, Dist. 2",,,,,0,Corrected,Unknown
JUN,2020,Q2,District 4,Alicante Street,500012,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 2,Alicante Street,501411,Residential,"Alicante St, Dist. 2",32.0,32.0,32.0,32.0,0,Corrected,Active
JUN,2020,Q2,District 1,Alicante Street,500523,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 2,Alicante Street,501024,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 3,Alicante Street,500316,Residential,"Alicante St, Dist. 3",3707.0,3713.0,3707.0,3713.0,6,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500987,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Unknown
JUN,2020,Q2,District 1,Alicante Street,500357,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 1,Alicante Street,501105,Residential,"Alicante St, Dist. 1",281.0,289.0,281.0,289.0,8,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500985,Residential,"Alicante St, Dist. 2",864.0,864.0,864.0,864.0,0,Corrected,Active
JUN,2020,Q2,District 4,Alicante Street,501379,Residential,"Alicante St, Dist. 4",381.0,387.0,381.0,387.0,6,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500340,Residential,"Alicante St, Dist. 2",3363.0,3419.0,3363.0,3419.0,56,Corrected,Active
JUN,2020,Q2,District 3,Alicante Street,500552,Residential,"Alicante St, Dist. 3",3457.0,3472.0,3457.0,3472.0,15,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500264,Residential,"Alicante St, Dist. 2",1825.0,1848.0,1825.0,1848.0,23,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500905,Residential,"Alicante St, Dist. 2",2568.0,2581.0,2568.0,2581.0,13,Corrected,Active
JUN,2020,Q2,District 3,Alicante Street,500146,Residential,"Alicante St, Dist. 3",5680.0,5698.0,5680.0,5698.0,18,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500563,Residential,"Alicante St, Dist. 2",2544.0,2548.0,2544.0,2548.0,4,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,500564,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
JUN,2020,Q2,District 2,Alicante Street,501558,Commercial,"Alicante St, Dist. 2",2.0,2.0,2.0,2.0,0,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,501690,Residential,"Alicante St, Dist. 2",112.0,129.0,112.0,129.0,17,Corrected,Active
JUN,2020,Q2,District 2,Alicante Street,501332,Residential,"Alicante St, Dist. 2",1379.0,1391.0,1379.0,1391.0,12,Corrected,Active
