Month,Year,Quarter,District,Street,Control Number,Connection Type,Service Address,Previous Reading,Present Reading,Cleaned Previous Reading,Cleaned Present Reading,Cleaned Consumption,Record Status,Connection Status
AUG,2020,Q3,District 3,Alicante Street,501549,Residential,"Alicante St, Dist. 3",286.0,298.0,286.0,298.0,12,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500750,Residential,"Alicante St, Dist. 2",3086.0,3103.0,3086.0,3103.0,17,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,500990,Residential,"Alicante St, Dist. 4",619.0,652.0,619.0,652.0,33,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500505,Residential,"Alicante St, Dist. 2",179.0,224.0,179.0,224.0,45,Corrected,Active
AUG,2020,Q3,District 1,Alicante Street,501542,Residential,"Alicante St, Dist. 1",3401.0,3451.0,3401.0,3451.0,50,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500431,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 2,Alicante Street,500263,Commercial,"Alicante St, Dist. 2",5416.0,5476.0,5416.0,5476.0,60,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,501240,Residential,"Alicante St, Dist. 4",220.0,255.0,220.0,255.0,35,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500484,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 4,Alicante Street,500739,Residential,"Alicante St, Dist. 4",1994.0,2041.0,1994.0,2041.0,47,Corrected,Active
AUG,2020,Q3,District 3,Alicante Street,500544,Residential,"Alicante St, Dist. 3",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 3,Alicante Street,500187,Residential,"Alicante St, Dist. 3",3219.0,3227.0,3219.0,3227.0,8,Corrected,Active
AUG,2020,Q3,District 3,Alicante Street,501447,Residential,"Alicante St, Dist. 3",286.0,299.0,286.0,299.0,13,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,501453,Residential,"Alicante St, Dist. 4",211.0,218.0,211.0,218.0,7,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,501317,Residential,"Alicante St, Dist. 4",638.0,650.0,638.0,650.0,12,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501280,Residential,"Alicante St, Dist. 2",507.0,527.0,507.0,527.0,20,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500248,Residential,"Alicante St, Dist. 2",6867.0,6909.0,6867.0,6909.0,42,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,501028,Residential,"Alicante St, Dist. 4",2082.0,2141.0,2082.0,2141.0,59,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501437,Commercial,"Alicante St, Dist. 2",1625.0,1694.0,1625.0,1694.0,69,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500433,Residential,"Alicante St, Dist. 2",502.0,542.0,502.0,542.0,40,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500260,Residential,"Alicante St, Dist. 2",1054.0,1162.0,1054.0,1162.0,108,Corrected,Active
AUG,2020,Q3,District 1,Alicante Street,501663,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 3,Alicante Street,500185,Residential,"Alicante St, Dist. 3",1545.0,1554.0,1545.0,1554.0,9,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,500169,Residential,"Alicante St, Dist. 4",3218.0,,3218.0,3218.0,0,Corrected,Active
AUG,2020,Q3,District 1,Alicante Street,501232,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Defect
AUG,2020,Q3,District 2,Alicante Street,500479,Residential,"Alicante St, Dist. 2",213.0,303.0,213.0,303.0,90,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,500009,Residential,"Alicante St, Dist. 4",2050.0,2050.0,2050.0,2050.0,0,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,500472,Commercial,"Alicante St, Dist. 4",897.0,925.0,897.0,925.0,28,Corrected,Active
AUG,2020,Q3,District 3,Alicante Street,501393,Commercial,"Alicante St, Dist. 3",716.0,746.0,716.0,746.0,30,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,500094,Residential,"Alicante St, Dist. 4",2787.0,2802.0,2787.0,2802.0,15,Corrected,Active
AUG,2020,Q3,District 3,Alicante Street,501020,Commercial,"Alicante St, Dist. 3",2054.0,2079.0,2054.0,2079.0,25,Corrected,Active
AUG,2020,Q3,District 1,Alicante Street,500692,Residential,"Alicante St, Dist. 1",2685.0,2756.0,2685.0,2756.0,71,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500585,Residential,"Alicante St, Dist. 2",441.0,474.0,441.0,474.0,33,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500330,Commercial,"Alicante St, Dist. 2",161.0,219.0,161.0,219.0,58,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,501260,Residential,"Alicante St, Dist. 4",337.0,400.0,337.0,400.0,63,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,501330,Commercial,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 2,Alicante Street,501167,Residential,"Alicante St, Dist. 2",1349.0,1366.0,1349.0,1366.0,17,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,500740,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 2,Alicante Street,500278,Residential,"Alicante St, Dist. 2",1965.0,1996.0,1965.0,1996.0,31,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,500861,Residential,"Alicante St, Dist. 4",2253.0,2271.0,2253.0,2271.0,18,Corrected,Active
AUG,2020,Q3,District 1,Alicante Street,501021,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 2,Alicante Street,500254,Residential,"Alicante St, Dist. 2",1806.0,1806.0,1806.0,1806.0,0,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501301,Residential,"Alicante St, Dist. 2",985.0,1010.0,985.0,1010.0,25,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501048,Residential,"Alicante St, Dist. 2",676.0,726.0,676.0,726.0,50,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,500095,Residential,"Alicante St, Dist. 4",1366.0,1372.0,1366.0,1372.0,6,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501176,Residential,"Alicante St, Dist. 2",1828.0,1878.0,1828.0,1878.0,50,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500045,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 2,Alicante Street,500405,Residential,"Alicante St, Dist. 2",1605.0,1614.0,1605.0,1614.0,9,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500266,Residential,"Alicante St, Dist. 2",1878.0,1888.0,1878.0,1888.0,10,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500380,Residential,"Alicante St, Dist. 2",1099.0,1108.0,1099.0,1108.0,9,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501329,Residential,"Alicante St, Dist. 2",330.0,357.0,330.0,357.0,27,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500377,Residential,"Alicante St, Dist. 2",299.0,316.0,299.0,316.0,17,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501522,Residential,"Alicante St, Dist. 2",209.0,219.0,209.0,219.0,10,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500251,Residential,"Alicante St, Dist. 2",1125.0,1181.0,1125.0,1181.0,56,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,500014,Residential,"Alicante St, Dist. 4",3817.0,3857.0,3817.0,3857.0,40,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500262,Residential,"Alicante St, Dist. 2",2768.0,2787.0,2768.0,2787.0,19,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501676,Residential,"Alicante St, Dist. 2",96.0,120.0,96.0,120.0,24,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500696,Residential,"Alicante St, Dist. 2",505.0,544.0,505.0,544.0,39,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,500015,Residential,"Alicante St, Dist. 4",1554.0,1570.0,1554.0,1570.0,16,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500249,Residential,"Alicante St, Dist. 2",1774.0,1786.0,1774.0,1786.0,12,Corrected,Active
AUG,2020,Q3,District 1,Alicante Street,501129,Residential,"Alicante St, Dist. 1",473.0,512.0,473.0,512.0,39,Corrected,Active
AUG,2020,Q3,District 2,Esparrago Street,500261,Residential,"Esparrago St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 4,Alicante Street,500012,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 2,Alicante Street,501411,Residential,"Alicante St, Dist. 2",32.0,32.0,32.0,32.0,0,Corrected,Active
AUG,2020,Q3,District 1,Alicante Street,500523,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 2,Alicante Street,501024,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 3,Alicante Street,500316,Residential,"Alicante St, Dist. 3",3734.0,3756.0,3734.0,3756.0,22,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500987,Residential,"Alicante St, Dist. 2",4.0,26.0,4.0,26.0,22,Corrected,Active
AUG,2020,Q3,District 1,Alicante Street,500357,Residential,"Alicante St, Dist. 1",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 1,Alicante Street,501105,Residential,"Alicante St, Dist. 1",301.0,319.0,301.0,319.0,18,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500985,Residential,"Alicante St, Dist. 2",866.0,867.0,866.0,867.0,1,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,501379,Residential,"Alicante St, Dist. 4",,,,,0,Corrected,Defect
AUG,2020,Q3,District 2,Alicante Street,500340,Residential,"Alicante St, Dist. 2",3467.0,3540.0,3467.0,3540.0,73,Corrected,Active
AUG,2020,Q3,District 3,Alicante Street,500552,Residential,"Alicante St, Dist. 3",3490.0,3509.0,3490.0,3509.0,19,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500264,Residential,"Alicante St, Dist. 2",1848.0,,1848.0,1848.0,0,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500905,Residential,"Alicante St, Dist. 2",2609.0,2630.0,2609.0,2630.0,21,Corrected,Active
AUG,2020,Q3,District 3,Alicante Street,500146,Residential,"Alicante St, Dist. 3",5724.0,5755.0,5724.0,5755.0,31,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500563,Residential,"Alicante St, Dist. 2",2555.0,2568.0,2555.0,2568.0,13,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500564,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 2,Alicante Street,501558,Commercial,"Alicante St, Dist. 2",2.0,2.0,2.0,2.0,0,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501690,Residential,"Alicante St, Dist. 2",142.0,162.0,142.0,162.0,20,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501332,Residential,"Alicante St, Dist. 2",1439.0,1498.0,1439.0,1498.0,59,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500711,Residential,"Alicante St, Dist. 2",889.0,896.0,889.0,896.0,7,Corrected,Active
AUG,2020,Q3,District 1,Alicante Street,501025,Residential,"Alicante St, Dist. 1",325.0,347.0,325.0,347.0,22,Corrected,Active
AUG,2020,Q3,District 4,Alicante Street,501023,Residential,"Alicante St, Dist. 4",61.0,69.0,61.0,69.0,8,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501289,Residential,"Alicante St, Dist. 2",1634.0,,1634.0,1634.0,0,Corrected,Defect
AUG,2020,Q3,District 2,Alicante Street,500461,Residential,"Alicante St, Dist. 2",,,,,0,Corrected,Disconnected
AUG,2020,Q3,District 2,Alicante Street,500623,Residential,"Alicante St, Dist. 2",271.0,290.0,271.0,290.0,19,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,500008,Residential,"Alicante St, Dist. 2",1774.0,1786.0,1774.0,1786.0,12,Corrected,Active
AUG,2020,Q3,District 3,Alicante Street,500760,Residential,"Alicante St, Dist. 3",163.0,170.0,163.0,170.0,7,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501306,Residential,"Alicante St, Dist. 2",1130.0,1141.0,1130.0,1141.0,11,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501613,Residential,"Alicante St, Dist. 2",556.0,590.0,556.0,590.0,34,Corrected,Active
AUG,2020,Q3,District 3,Alicante Street,501518,Commercial,"Alicante St, Dist. 3",457.0,457.0,457.0,457.0,0,Corrected,Active
AUG,2020,Q3,District 2,Alicante Street,501128,Residential,"Alicante St, Dist. 2",478.0,,478.0,478.0,0,Corrected,Active
